CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
55727,56,1,125.45,5,3,2,532
55728,184,1,102.91,3,3,2,332
55729,110,1,181.71,4,3,3,433
55737,39,1,72.7,5,3,1,531
55753,264,1,329.6,2,3,4,234
55774,145,1,114.82,3,3,2,332
55776,364,1,399.58,1,3,5,135
55783,48,1,118.22,5,3,2,532
55788,130,1,165.47,4,3,3,433
55792,304,1,351.03,1,3,4,134
55801,272,1,554.53,2,3,5,235
55802,363,1,78.19,1,3,2,132
55810,329,1,426.68,1,3,5,135
55814,314,1,38.79,1,3,1,131
55825,288,1,106.95,2,3,2,232
55863,204,1,198.53,3,3,3,333
55868,209,1,144.78,3,3,3,333
55873,27,1,43.15,5,3,1,531
55875,10,1,119.0,5,3,2,532
55880,146,1,500.72,3,3,5,335
55901,75,1,225.37,4,3,4,434
55910,188,1,159.66,3,3,3,333
55914,239,1,103.54,2,3,2,232
55916,159,1,360.16,3,3,4,334
55926,160,1,85.03,3,3,2,332
55929,46,1,32.71,5,3,1,531
55930,65,1,45.74,5,3,1,531
55932,136,1,149.23,4,3,3,433
55943,308,1,196.61,1,3,3,133
55955,78,1,108.72,4,3,2,432
55981,283,1,36.48,2,3,1,231
55999,107,1,486.51,4,3,5,435
56008,65,1,445.22,5,3,5,535
56010,340,1,217.75,1,3,3,133
56019,113,1,1200.56,4,3,5,435
56021,255,1,144.61,2,3,3,233
56031,203,1,166.91,3,3,3,333
56061,262,1,69.9,2,3,1,231
56075,266,1,74.64,2,3,1,231
56079,310,1,56.07,1,3,1,131
56086,181,1,78.87,3,3,2,332
56088,333,1,31.09,1,3,1,131
56091,89,1,243.02,4,3,4,434
56095,314,1,101.18,1,3,2,132
56103,154,1,224.23,3,3,4,334
56106,131,1,324.71,4,3,4,434
56120,276,1,490.67,2,3,5,235
56156,80,1,663.97,4,3,5,435
56175,202,1,154.47,3,3,3,333
56190,347,1,132.29,1,3,2,132
56195,155,1,40.56,3,3,1,331
56197,301,1,110.04,1,3,2,132
56199,15,1,275.46,5,3,4,534
56229,276,1,83.67,2,3,2,232
56231,229,1,61.15,2,3,1,231
56234,237,1,602.97,2,3,5,235
56248,84,1,887.45,4,3,5,435
56267,142,1,230.66,4,3,4,434
56270,116,1,160.07,4,3,3,433
56272,270,1,774.96,2,3,5,235
56277,317,1,12.85,1,3,1,131
56280,202,1,75.96,3,3,2,332
56287,249,1,284.83,2,3,4,234
56295,357,1,131.41,1,3,2,132
56363,61,1,68.04,5,3,1,531
56378,322,1,151.92,1,3,3,133
56394,3,1,90.12,5,3,2,532
56408,209,1,59.69,3,3,1,331
56414,181,1,149.89,3,3,3,333
56475,40,1,258.61,5,3,4,534
56494,99,2,314.79,4,5,4,454
56526,236,1,89.5,2,3,2,232
56561,235,1,153.32,2,3,3,233
56578,203,1,49.6,3,3,1,331
56595,198,1,97.98,3,3,2,332
56597,224,1,688.42,2,3,5,235
56602,279,1,84.14,2,3,2,232
56610,240,1,31.52,2,3,1,231
56619,193,1,28.42,3,3,1,331
56622,147,1,196.24,3,3,3,333
56640,190,1,56.5,3,3,1,331
56687,148,1,143.71,3,3,3,333
56694,146,1,548.67,3,3,5,335
56705,136,2,140.02,4,5,3,453
56708,211,1,119.27,3,3,2,332
56721,1,1,580.05,5,3,5,535
56726,153,2,267.52,3,5,4,354
56730,268,1,263.9,2,3,4,234
56746,90,1,164.84,4,3,3,433
56769,264,2,1911.89,2,5,5,255
56771,295,1,28.79,1,3,1,131
56778,353,1,98.19,1,3,2,132
56783,75,1,226.71,4,3,4,434
56792,90,1,10.05,4,3,1,431
56794,131,1,35.71,4,3,1,431
56811,74,1,141.86,4,3,3,433
56820,328,1,163.53,1,3,3,133
56825,342,1,190.38,1,3,3,133
56826,262,1,381.2,2,3,4,234
56839,153,1,295.45,3,3,4,334
56841,64,1,49.37,5,3,1,531
56847,204,1,192.85,3,3,3,333
56883,292,1,68.76,1,3,1,131
56887,235,1,105.74,2,3,2,232
56898,222,1,97.65,2,3,2,232
56904,121,1,805.38,4,3,5,435
56915,324,1,255.4,1,3,4,134
56940,115,1,177.33,4,3,3,433
56958,24,1,323.16,5,3,4,534
56960,159,1,378.36,3,3,4,334
56962,208,1,94.85,3,3,2,332
57008,177,1,286.65,3,3,4,334
57021,185,1,119.06,3,3,2,332
57034,90,2,699.01,4,5,5,455
57042,43,1,560.8,5,3,5,535
57050,198,1,323.89,3,3,4,334
57057,211,1,81.23,3,3,2,332
57058,300,1,363.22,1,3,4,134
57059,342,1,119.26,1,3,2,132
57061,218,2,235.52,2,5,4,254
57070,335,1,500.17,1,3,5,135
57086,256,1,269.37,2,3,4,234
57125,247,1,61.18,2,3,1,231
57139,267,1,57.83,2,3,1,231
57155,41,1,33.74,5,3,1,531
57163,304,1,43.66,1,3,1,131
57185,34,1,47.86,5,3,1,531
57187,328,1,110.17,1,3,2,132
57209,344,1,334.3,1,3,4,134
57210,227,1,174.11,2,3,3,233
57221,107,1,139.38,4,3,3,433
57237,143,1,551.18,3,3,5,335
57240,358,1,218.25,1,3,3,133
57249,91,1,180.12,4,3,3,433
57254,217,1,66.44,2,3,1,231
57262,312,1,195.81,1,3,3,133
57266,115,1,106.09,4,3,2,432
57270,143,1,94.04,3,3,2,332
57271,115,1,181.34,4,3,3,433
57281,241,1,33.29,2,3,1,231
57282,275,1,949.54,2,3,5,235
57284,165,1,528.67,3,3,5,335
57290,95,1,134.75,4,3,3,433
57293,259,1,78.02,2,3,2,232
57315,274,1,10.26,2,3,1,231
57322,359,1,404.28,1,3,5,135
57327,137,1,150.16,4,3,3,433
57337,195,1,470.33,3,3,5,335
57339,183,1,221.66,3,3,3,333
57342,39,1,350.15,5,3,4,534
57350,192,1,242.43,3,3,4,334
57362,202,1,375.25,3,3,4,334
57371,350,1,358.99,1,3,4,134
57372,62,1,568.88,5,3,5,535
57377,31,1,34.75,5,3,1,531
57380,269,1,106.8,2,3,2,232
57383,100,1,612.71,4,3,5,435
57385,93,1,225.3,4,3,4,434
57395,255,1,46.14,2,3,1,231
57412,52,1,115.08,5,3,2,532
57435,145,1,331.5,3,3,4,334
57450,209,1,342.13,3,3,4,334
57465,169,1,93.82,3,3,2,332
57468,123,1,622.07,4,3,5,435
57473,295,1,98.23,1,3,2,132
57479,310,1,322.54,1,3,4,134
57489,267,1,519.61,2,3,5,235
57507,147,2,230.59,3,5,4,354
57511,277,1,275.9,2,3,4,234
57514,195,1,188.67,3,3,3,333
57523,200,1,273.21,3,3,4,334
57530,156,1,498.73,3,3,5,335
57535,27,1,251.55,5,3,4,534
57544,161,1,1143.21,3,3,5,335
57549,119,3,834.86,4,5,5,455
57551,257,1,81.38,2,3,2,232
57561,356,1,568.53,1,3,5,135
57572,288,1,32.28,2,3,1,231
57589,133,1,80.93,4,3,2,432
57601,24,1,101.68,5,3,2,532
57606,19,1,282.46,5,3,4,534
57608,105,1,206.37,4,3,3,433
57616,347,1,55.88,1,3,1,131
57630,171,2,184.18,3,5,3,353
57661,340,1,1049.66,1,3,5,135
57666,233,1,686.08,2,3,5,235
57689,40,1,82.66,5,3,2,532
57699,234,1,707.52,2,3,5,235
57701,345,1,57.14,1,3,1,131
57735,150,2,526.79,3,5,5,355
57764,347,1,197.37,1,3,3,133
57774,308,1,207.68,1,3,3,133
57778,111,1,113.78,4,3,2,432
57794,299,1,544.43,1,3,5,135
57801,35,1,440.55,5,3,5,535
57807,90,1,374.05,4,3,4,434
57811,312,1,169.84,1,3,3,133
57831,223,1,174.28,2,3,3,233
57836,88,1,251.96,4,3,4,434
57851,225,1,193.16,2,3,3,233
57854,274,1,132.05,2,3,2,232
57875,6,1,196.68,5,3,3,533
57879,218,1,634.97,2,3,5,235
57885,316,1,82.79,1,3,2,132
57897,114,1,2040.44,4,3,5,435
57919,324,1,475.55,1,3,5,135
57923,274,1,77.04,2,3,2,232
57925,259,1,396.51,2,3,5,235
57928,312,1,297.48,1,3,4,134
57940,293,1,427.66,1,3,5,135
57948,13,1,70.54,5,3,1,531
57949,115,1,264.06,4,3,4,434
57982,258,1,224.42,2,3,4,234
57988,26,1,42.04,5,3,1,531
58019,205,1,411.51,3,3,5,335
58024,9,1,101.21,5,3,2,532
58038,197,1,175.17,3,3,3,333
58047,231,1,173.96,2,3,3,233
58054,270,1,108.1,2,3,2,232
58061,150,1,374.84,3,3,4,334
58064,75,1,535.63,4,3,5,435
58071,4,1,201.45,5,3,3,533
58080,362,1,180.28,1,3,3,133
58088,330,1,474.89,1,3,5,135
58098,123,1,733.05,4,3,5,435
58107,152,1,805.59,3,3,5,335
58155,189,1,727.27,3,3,5,335
58160,144,1,241.59,3,3,4,334
58165,144,1,284.66,3,3,4,334
58171,228,1,250.91,2,3,4,234
58174,318,1,50.16,1,3,1,131
58192,44,1,65.31,5,3,1,531
58197,325,1,119.29,1,3,2,132
58205,186,1,103.04,3,3,2,332
58216,217,1,82.56,2,3,2,232
58220,313,1,270.62,1,3,4,134
58228,79,1,52.4,4,3,1,431
58235,313,1,66.95,1,3,1,131
58243,313,1,42.77,1,3,1,131
58244,207,1,37.76,3,3,1,331
58248,159,1,230.31,3,3,4,334
58257,49,1,810.2,5,3,5,535
58275,184,1,94.15,3,3,2,332
58280,189,1,196.27,3,3,3,333
58290,190,1,245.05,3,3,4,334
58293,319,1,62.54,1,3,1,131
58306,283,1,74.06,2,3,1,231
58321,258,1,160.85,2,3,3,233
58325,72,1,153.84,4,3,3,433
58328,178,1,151.28,3,3,3,333
58330,289,1,50.04,2,3,1,231
58331,276,1,216.94,2,3,3,233
58337,133,1,153.82,4,3,3,433
58342,163,1,94.79,3,3,2,332
58352,332,1,100.39,1,3,2,132
58365,154,1,51.86,3,3,1,331
58367,151,1,84.64,3,3,2,332
58374,206,1,267.71,3,3,4,334
58376,238,1,230.44,2,3,4,234
58382,321,1,87.87,1,3,2,132
58383,107,2,719.87,4,5,5,455
58389,264,1,116.29,2,3,2,232
58404,23,1,160.9,5,3,3,533
58408,103,1,79.54,4,3,2,432
58433,178,1,73.93,3,3,1,331
58436,25,1,78.94,5,3,2,532
58445,9,1,25.54,5,3,1,531
58461,234,1,37.45,2,3,1,231
58483,171,1,283.39,3,3,4,334
58485,230,1,117.02,2,3,2,232
58491,19,1,341.59,5,3,4,534
58507,343,1,289.26,1,3,4,134
58515,157,1,562.06,3,3,5,335
58517,94,1,52.45,4,3,1,431
58520,54,1,61.0,5,3,1,531
58532,3,1,409.55,5,3,5,535
58535,174,1,49.28,3,3,1,331
58538,39,1,269.45,5,3,4,534
58556,322,2,754.0,1,5,5,155
58560,76,1,290.21,4,3,4,434
58564,38,1,135.0,5,3,3,533
58570,281,1,52.83,2,3,1,231
58573,113,1,20.32,4,3,1,431
58575,171,1,380.07,3,3,4,334
58577,305,1,513.52,1,3,5,135
58587,327,1,113.56,1,3,2,132
58595,6,1,22.48,5,3,1,531
58601,107,1,330.07,4,3,4,434
58602,70,1,149.57,5,3,3,533
58604,136,1,250.38,4,3,4,434
58613,129,1,488.35,4,3,5,435
58624,329,1,489.8,1,3,5,135
58629,56,1,646.51,5,3,5,535
58631,99,1,100.53,4,3,2,432
58635,14,1,154.31,5,3,3,533
58653,75,1,141.57,4,3,3,433
58657,344,1,99.48,1,3,2,132
58661,35,2,460.65,5,5,5,555
58669,365,1,122.97,1,3,2,132
58675,25,1,225.75,5,3,4,534
58694,360,1,183.99,1,3,3,133
58695,257,1,25.5,2,3,1,231
58703,136,1,89.57,4,3,2,432
58714,192,1,118.32,3,3,2,332
58721,208,1,174.57,3,3,3,333
58726,21,1,265.91,5,3,4,534
58736,162,1,114.44,3,3,2,332
58741,217,1,42.28,2,3,1,231
58754,83,1,103.23,4,3,2,432
58757,188,1,125.28,3,3,2,332
58759,193,1,101.05,3,3,2,332
58771,324,1,35.72,1,3,1,131
58776,59,1,235.94,5,3,4,534
58789,164,1,140.87,3,3,3,333
58808,33,1,432.5,5,3,5,535
58842,116,1,223.69,4,3,3,433
58857,340,1,119.97,1,3,2,132
58880,263,1,691.4,2,3,5,235
58893,243,1,62.31,2,3,1,231
58907,17,1,34.51,5,3,1,531
58910,13,1,674.33,5,3,5,535
58917,101,1,826.45,4,3,5,435
58922,291,1,359.32,1,3,4,134
58932,106,1,364.48,4,3,4,434
58934,287,1,123.99,2,3,2,232
58953,13,1,146.35,5,3,3,533
58957,271,1,705.61,2,3,5,235
58964,356,1,196.44,1,3,3,133
58982,246,1,159.37,2,3,3,233
59000,191,1,285.52,3,3,4,334
59001,143,1,30.68,3,3,1,331
59024,67,1,221.61,5,3,3,533
59036,252,1,107.89,2,3,2,232
59043,31,1,268.04,5,3,4,534
59046,279,1,82.2,2,3,2,232
59048,250,1,347.39,2,3,4,234
59050,308,1,112.31,1,3,2,132
59058,343,1,97.64,1,3,2,132
59074,323,1,66.37,1,3,1,131
59075,271,2,115.03,2,5,2,252
59077,349,1,75.54,1,3,2,132
59079,57,1,31.65,5,3,1,531
59084,190,1,384.06,3,3,4,334
59109,86,1,203.05,4,3,3,433
59115,340,1,232.17,1,3,4,134
59131,195,1,115.98,3,3,2,332
59152,314,1,428.94,1,3,5,135
59155,329,1,210.61,1,3,3,133
59165,220,1,178.27,2,3,3,233
59176,27,1,50.86,5,3,1,531
59191,225,1,99.0,2,3,2,232
59216,72,1,205.76,4,3,3,433
59233,346,1,98.3,1,3,2,132
59245,283,1,64.03,2,3,1,231
59247,92,1,543.35,4,3,5,435
59255,145,1,82.49,3,3,2,332
59258,22,1,96.06,5,3,2,532
59259,79,1,261.0,4,3,4,434
59267,356,1,195.7,1,3,3,133
59271,17,1,591.91,5,3,5,535
59317,130,1,158.54,4,3,3,433
59318,348,1,475.93,1,3,5,135
59319,49,1,64.09,5,3,1,531
59327,214,1,421.72,3,3,5,335
59345,289,1,278.58,2,3,4,234
59357,341,1,448.33,1,3,5,135
59359,347,1,37.26,1,3,1,131
59361,81,1,169.61,4,3,3,433
59372,222,1,269.47,2,3,4,234
59381,26,1,250.19,5,3,4,534
59391,155,1,183.09,3,3,3,333
59393,249,1,306.25,2,3,4,234
59399,82,1,140.66,4,3,3,433
59409,243,1,136.59,2,3,3,233
59413,120,1,388.45,4,3,5,435
59419,246,1,260.32,2,3,4,234
59428,188,1,218.19,3,3,3,333
59446,150,1,55.44,3,3,1,331
59452,325,1,256.8,1,3,4,134
59459,350,1,167.61,1,3,3,133
59472,316,1,94.61,1,3,2,132
59473,103,1,118.95,4,3,2,432
59474,203,1,1012.93,3,3,5,335
59485,133,1,129.33,4,3,2,432
59507,164,1,51.63,3,3,1,331
59510,21,1,442.62,5,3,5,535
59512,233,2,151.52,2,5,3,253
59522,363,1,489.68,1,3,5,135
59533,86,1,95.83,4,3,2,432
59549,261,1,48.41,2,3,1,231
59558,38,1,413.21,5,3,5,535
59568,303,1,57.87,1,3,1,131
59595,320,1,55.52,1,3,1,131
59606,250,1,151.91,2,3,3,233
59616,54,1,49.91,5,3,1,531
59631,356,1,236.61,1,3,4,134
59665,301,2,1102.9,1,5,5,155
59675,220,1,245.7,2,3,4,234
59678,58,1,86.34,5,3,2,532
59681,136,1,187.34,4,3,3,433
59698,125,1,48.86,4,3,1,431
59703,151,1,129.81,3,3,2,332
59704,12,1,1168.6,5,3,5,535
59707,302,1,128.58,1,3,2,132
59719,163,1,214.04,3,3,3,333
59725,68,1,625.12,5,3,5,535
59729,85,1,69.72,4,3,1,431
59735,50,1,190.89,5,3,3,533
59740,38,1,39.65,5,3,1,531
59745,246,1,64.37,2,3,1,231
59759,166,1,69.16,3,3,1,331
59761,209,1,165.81,3,3,3,333
59771,5,2,85.3,5,5,2,552
59782,347,1,273.72,1,3,4,134
59783,262,1,305.22,2,3,4,234
59787,229,1,818.02,2,3,5,235
59797,263,2,263.53,2,5,4,254
59813,183,1,541.26,3,3,5,335
59814,164,1,373.64,3,3,4,334
59817,255,1,26.78,2,3,1,231
59833,25,2,413.67,5,5,5,555
59844,171,1,367.63,3,3,4,334
59869,327,1,42.42,1,3,1,131
59874,205,1,246.96,3,3,4,334
59876,107,1,774.68,4,3,5,435
59890,28,1,47.61,5,3,1,531
59903,288,1,61.04,2,3,1,231
59904,50,1,137.54,5,3,3,533
59914,219,1,645.23,2,3,5,235
59916,261,1,499.17,2,3,5,235
59922,181,1,180.2,3,3,3,333
59924,173,1,99.61,3,3,2,332
59929,44,1,134.96,5,3,3,533
59930,227,1,128.83,2,3,2,232
59953,290,1,442.15,2,3,5,235
59960,37,1,34.22,5,3,1,531
59977,215,1,112.42,3,3,2,332
60014,243,1,65.55,2,3,1,231
60036,350,1,327.89,1,3,4,134
60050,102,1,91.43,4,3,2,432
60060,197,1,346.96,3,3,4,334
60066,346,1,21.08,1,3,1,131
60071,281,1,213.65,2,3,3,233
60073,126,1,34.3,4,3,1,431
60078,71,1,287.44,4,3,4,434
60085,87,1,85.84,4,3,2,432
60088,316,1,176.04,1,3,3,133
60103,255,1,96.81,2,3,2,232
60126,216,1,566.45,2,3,5,235
60138,292,1,23.2,1,3,1,131
60141,284,1,76.85,2,3,2,232
60150,211,1,179.09,3,3,3,333
60151,3,1,45.39,5,3,1,531
60152,95,1,91.59,4,3,2,432
60172,125,1,43.84,4,3,1,431
60178,206,1,236.52,3,3,4,334
60211,165,1,68.52,3,3,1,331
60219,206,1,231.09,3,3,4,334
60246,113,2,760.26,4,5,5,455
60257,212,1,349.72,3,3,4,334
60262,155,1,173.66,3,3,3,333
60269,76,1,152.64,4,3,3,433
60274,68,1,61.66,5,3,1,531
60286,7,1,99.62,5,3,2,532
60287,194,1,148.15,3,3,3,333
60331,223,1,11.69,2,3,1,231
60341,26,1,254.15,5,3,4,534
60353,248,1,251.17,2,3,4,234
60372,315,1,632.4,1,3,5,135
60374,227,2,65.79,2,5,1,251
60375,225,1,58.39,2,3,1,231
60378,98,1,286.24,4,3,4,434
60380,316,1,105.41,1,3,2,132
60385,31,1,334.33,5,3,4,534
60388,257,1,106.91,2,3,2,232
60394,306,1,72.8,1,3,1,131
60401,68,1,107.99,5,3,2,532
60411,264,1,231.67,2,3,4,234
60416,191,1,59.18,3,3,1,331
60432,71,1,173.22,4,3,3,433
60440,62,1,63.43,5,3,1,531
60450,139,1,172.52,4,3,3,433
60479,175,1,977.67,3,3,5,335
60496,344,1,100.42,1,3,2,132
60500,89,1,264.5,4,3,4,434
60519,241,1,85.07,2,3,2,232
60527,170,1,61.11,3,3,1,331
60532,166,1,125.0,3,3,2,332
60534,354,1,277.52,1,3,4,134
60535,179,1,57.17,3,3,1,331
60540,178,1,836.72,3,3,5,335
60543,21,1,274.32,5,3,4,534
60574,124,1,255.94,4,3,4,434
60600,14,1,133.59,5,3,2,532
60607,278,1,443.54,2,3,5,235
60610,165,1,126.43,3,3,2,332
60611,167,1,106.42,3,3,2,332
60620,231,1,276.9,2,3,4,234
60621,64,1,245.4,5,3,4,534
60623,305,1,134.45,1,3,3,133
60647,218,1,138.09,2,3,3,233
60654,27,2,452.57,5,5,5,555
60655,123,1,307.35,4,3,4,434
60678,325,1,86.37,1,3,2,132
60693,334,1,117.27,1,3,2,132
60694,117,1,72.59,4,3,1,431
60735,279,1,485.48,2,3,5,235
60747,244,1,39.52,2,3,1,231
60748,174,1,102.91,3,3,2,332
60784,38,1,37.99,5,3,1,531
60792,271,1,119.73,2,3,2,232
60793,320,1,138.3,1,3,3,133
60795,269,1,504.82,2,3,5,235
60812,220,1,681.74,2,3,5,235
60815,277,1,61.26,2,3,1,231
60821,334,1,332.5,1,3,4,134
60832,216,1,14.93,2,3,1,231
60838,12,1,209.11,5,3,3,533
60840,273,1,32.75,2,3,1,231
60844,172,1,325.63,3,3,4,334
60859,67,1,250.11,5,3,4,534
60873,336,1,273.12,1,3,4,134
60891,320,1,101.94,1,3,2,132
60896,201,1,161.74,3,3,3,333
60910,117,1,82.38,4,3,2,432
60916,301,1,62.47,1,3,1,131
60921,217,1,53.17,2,3,1,231
60938,260,1,130.79,2,3,2,232
60942,103,1,537.52,4,3,5,435
60955,95,1,330.29,4,3,4,434
60964,27,1,405.27,5,3,5,535
60971,306,1,89.26,1,3,2,132
60977,1,1,218.66,5,3,3,533
60982,271,1,115.83,2,3,2,232
60984,21,1,101.54,5,3,2,532
61000,99,1,952.02,4,3,5,435
61013,185,1,35.57,3,3,1,331
61025,86,1,200.22,4,3,3,433
61029,351,1,262.51,1,3,4,134
61042,279,1,185.3,2,3,3,233
61058,39,1,423.96,5,3,5,535
61067,163,1,202.68,3,3,3,333
61072,164,1,308.68,3,3,4,334
61077,355,1,85.44,1,3,2,132
61087,128,1,40.45,4,3,1,431
61095,187,1,364.25,3,3,4,334
61098,290,1,468.97,2,3,5,235
61113,92,1,126.08,4,3,2,432
61122,77,1,230.19,4,3,4,434
61128,302,1,87.37,1,3,2,132
61132,250,1,231.21,2,3,4,234
61135,309,1,28.65,1,3,1,131
61146,241,1,163.18,2,3,3,233
61178,147,1,37.95,3,3,1,331
61199,336,1,121.39,1,3,2,132
61216,217,1,169.07,2,3,3,233
61218,52,1,505.42,5,3,5,535
61221,188,1,97.51,3,3,2,332
61232,329,1,259.3,1,3,4,134
61239,236,1,195.24,2,3,3,233
61245,361,1,363.65,1,3,4,134
61248,199,1,116.88,3,3,2,332
61289,15,1,216.52,5,3,3,533
61299,206,1,995.91,3,3,5,335
61313,297,1,398.62,1,3,5,135
61340,139,1,80.91,4,3,2,432
61345,19,2,296.51,5,5,4,554
61351,160,1,65.1,3,3,1,331
61376,145,1,645.64,3,3,5,335
61396,349,1,90.49,1,3,2,132
61403,282,1,372.36,2,3,4,234
61413,305,1,387.66,1,3,4,134
61418,337,1,45.81,1,3,1,131
61427,315,1,272.77,1,3,4,134
61433,100,1,249.96,4,3,4,434
61442,117,1,64.44,4,3,1,431
61447,51,1,355.3,5,3,4,534
61450,214,1,32.36,3,3,1,331
61453,101,1,300.8,4,3,4,434
61468,218,1,78.99,2,3,2,232
61477,363,1,690.36,1,3,5,135
61521,53,1,814.79,5,3,5,535
61527,239,1,514.2,2,3,5,235
61535,269,1,893.53,2,3,5,235
61557,307,1,99.71,1,3,2,132
61573,31,1,272.75,5,3,4,534
61582,141,1,52.29,4,3,1,431
61600,358,1,253.32,1,3,4,134
61605,16,1,61.8,5,3,1,531
61617,316,1,71.15,1,3,1,131
61624,246,1,763.39,2,3,5,235
61625,26,1,683.49,5,3,5,535
61638,6,1,110.54,5,3,2,532
61665,11,1,26.16,5,3,1,531
61672,185,1,139.41,3,3,3,333
61699,45,1,106.14,5,3,2,532
61704,100,1,265.73,4,3,4,434
61719,335,1,12.27,1,3,1,131
61722,184,1,75.03,3,3,2,332
61740,308,1,30.26,1,3,1,131
61765,227,1,124.11,2,3,2,232
61777,72,1,136.89,4,3,3,433
61785,364,1,442.41,1,3,5,135
61799,307,1,81.67,1,3,2,132
61804,244,1,125.29,2,3,2,232
61818,1,1,185.81,5,3,3,533
61820,256,1,140.53,2,3,3,233
61833,137,1,82.21,4,3,2,432
61839,146,1,67.47,3,3,1,331
61842,76,1,127.04,4,3,2,432
61851,174,1,33.89,3,3,1,331
61855,303,1,170.45,1,3,3,133
61862,199,1,473.54,3,3,5,335
61867,69,1,17.01,5,3,1,531
61868,347,1,493.81,1,3,5,135
61888,24,1,333.6,5,3,4,534
61892,341,1,184.28,1,3,3,133
61916,50,1,146.38,5,3,3,533
61945,193,1,143.33,3,3,3,333
61946,359,1,357.9,1,3,4,134
61952,14,1,297.46,5,3,4,534
61958,242,1,666.05,2,3,5,235
61979,223,1,204.49,2,3,3,233
61994,240,1,208.78,2,3,3,233
61997,194,1,210.4,3,3,3,333
62003,272,1,253.02,2,3,4,234
62014,32,1,55.04,5,3,1,531
62024,20,1,52.33,5,3,1,531
62031,270,1,11.49,2,3,1,231
62032,241,1,205.87,2,3,3,233
62045,59,1,216.93,5,3,3,533
62059,83,1,1108.29,4,3,5,435
62072,79,1,347.2,4,3,4,434
62082,109,1,259.4,4,3,4,434
62085,317,1,499.69,1,3,5,135
62086,235,1,2686.93,2,3,5,235
62096,136,1,58.48,4,3,1,431
62098,225,1,50.98,2,3,1,231
62105,268,1,270.08,2,3,4,234
62116,264,1,369.32,2,3,4,234
62117,230,1,304.87,2,3,4,234
62129,296,1,1066.59,1,3,5,135
62131,288,1,92.14,2,3,2,232
62139,85,1,31.4,4,3,1,431
62140,211,1,72.27,3,3,1,331
62155,336,1,61.86,1,3,1,131
62159,29,1,171.25,5,3,3,533
62174,176,1,83.24,3,3,2,332
62186,209,1,155.99,3,3,3,333
62193,112,1,273.61,4,3,4,434
62202,358,1,101.66,1,3,2,132
62216,268,1,169.62,2,3,3,233
62218,118,1,574.78,4,3,5,435
62220,128,1,454.91,4,3,5,435
62234,292,1,236.69,1,3,4,134
62254,209,1,129.11,3,3,2,332
62259,169,1,142.55,3,3,3,333
62260,241,1,42.28,2,3,1,231
62269,231,1,849.69,2,3,5,235
62301,290,1,221.35,2,3,3,233
62303,93,1,265.43,4,3,4,434
62310,143,1,220.11,3,3,3,333
62311,5,1,206.74,5,3,3,533
62330,310,1,217.24,1,3,3,133
62333,63,1,176.89,5,3,3,533
62336,227,1,604.53,2,3,5,235
62344,234,1,54.13,2,3,1,231
62345,68,1,145.91,5,3,3,533
62346,269,2,530.04,2,5,5,255
62349,352,1,176.22,1,3,3,133
62359,150,1,63.15,3,3,1,331
62362,252,1,185.54,2,3,3,233
62368,309,1,70.43,1,3,1,131
62377,359,1,127.59,1,3,2,132
62380,18,1,67.03,5,3,1,531
62381,343,1,73.49,1,3,1,131
62382,296,1,441.06,1,3,5,135
62391,224,1,333.54,2,3,4,234
62397,199,1,213.81,3,3,3,333
62398,176,1,312.68,3,3,4,334
62405,159,1,91.6,3,3,2,332
62408,56,1,383.4,5,3,4,534
62412,68,3,850.62,5,5,5,555
62414,208,1,99.45,3,3,2,332
62425,88,1,162.39,4,3,3,433
62436,111,2,237.25,4,5,4,454
62442,216,1,44.36,2,3,1,231
62443,163,1,90.19,3,3,2,332
62455,262,1,40.67,2,3,1,231
62458,80,1,22.83,4,3,1,431
62460,202,1,291.65,3,3,4,334
62483,32,1,38.86,5,3,1,531
62495,310,1,86.64,1,3,2,132
62497,204,1,237.34,3,3,4,334
62498,210,1,138.2,3,3,3,333
62504,67,1,135.68,5,3,3,533
62506,266,1,894.5,2,3,5,235
62507,77,1,91.41,4,3,2,432
62512,298,1,39.11,1,3,1,131
62527,32,1,84.37,5,3,2,532
62532,16,1,203.55,5,3,3,533
62544,35,1,312.12,5,3,4,534
62552,127,1,535.11,4,3,5,435
62554,127,1,170.41,4,3,3,433
62558,209,1,34.59,3,3,1,331
62560,92,1,107.02,4,3,2,432
62581,355,1,135.46,1,3,3,133
62582,162,1,269.13,3,3,4,334
62591,337,1,39.3,1,3,1,131
62601,80,1,62.88,4,3,1,431
62608,56,1,49.94,5,3,1,531
62624,160,1,59.94,3,3,1,331
62627,261,1,52.6,2,3,1,231
62631,104,1,1516.64,4,3,5,435
62637,175,1,191.96,3,3,3,333
62651,285,1,90.64,2,3,2,232
62673,329,1,413.5,1,3,5,135
62687,4,1,517.14,5,3,5,535
62710,94,1,974.73,4,3,5,435
62730,256,1,31.15,2,3,1,231
62741,248,1,428.99,2,3,5,235
62752,183,1,73.7,3,3,1,331
62755,249,1,261.02,2,3,4,234
62760,139,1,243.19,4,3,4,434
62765,253,1,104.73,2,3,2,232
62774,264,1,262.17,2,3,4,234
62781,209,1,53.82,3,3,1,331
62790,160,1,375.91,3,3,4,334
62794,120,1,125.24,4,3,2,432
62799,209,1,175.86,3,3,3,333
62801,242,1,362.52,2,3,4,234
62811,121,1,889.75,4,3,5,435
62818,245,1,37.45,2,3,1,231
62819,325,1,136.3,1,3,3,133
